id,program,topic,subtopic,difficulty,archetype,question_text,options,correct_answer,reasoning_skills,misconceptions,distractor_rationale,solution,coaching_hints,metadata,visual,blueprint_code,environment,review_status,is_active,visual_required,visual_type,created_at
waterloo_gauss_discrete_probability_outcomes_part_a_202605311814496401,waterloo_gauss,counting_and_probability,probability,part_a,combinatorial_probability,"A bag contains 2 red marbles, 3 blue marbles, and 4 green marbles. If one marble is drawn at random, what is the probability it is red or blue?","{""A"":""2/9"",""B"":""3/9"",""C"":""5/8"",""D"":""7/9"",""E"":""5/9""}",E,"[""Define sample space"",""Count favorable outcomes"",""Calculate probability""]","[""Assuming outcomes are equally likely when not"",""Missing cases"",""Flipping numerator and denominator""]","{""A"":""Only counts red marbles instead of red and blue."",""B"":""Only counts blue marbles instead of red and blue."",""C"":""Incorrectly calculates total marbles as 8 instead of 9."",""D"":""Counts blue and green marbles instead of red and blue."",""E"":null}","{""steps"":[""Total marbles = 2 red + 3 blue + 4 green = 9 marbles"",""Favorable outcomes = red (2) + blue (3) = 5 marbles"",""Probability = favorable / total = 5/9""],""key_insight"":""Combine red and blue counts, then divide by total marbles.""}","[""List the total number of marbles first."",""Add the red and blue marbles separately."",""Double-check the total marbles count.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:14:46.264594Z"",""blueprint_code"":""discrete_probability_outcomes""}","{""spec"":{},""type"":""none"",""required"":false}",discrete_probability_outcomes,dev,draft,true,false,none,2026-05-31 18:14:46.264594+00
waterloo_gauss_discrete_probability_outcomes_part_a_202605311815415542,waterloo_gauss,counting_and_probability,probability,part_a,combinatorial_probability,"A bag contains 3 red marbles and 2 blue marbles. A marble is drawn at random, not replaced, and then a second marble is drawn. What is the probability that both marbles are red?","{""A"":""1/10"",""B"":""3/10"",""C"":""9/25"",""D"":""1/2"",""E"":""2/5""}",B,"[""Define a sample space"",""Calculate favorable outcomes"",""Apply conditional probability""]","[""Assuming outcomes are equally likely when not"",""Missing cases"",""Flipping numerator and denominator""]","{""A"":""Incorrect. This might result from multiplying 3/5 by 1/2 instead of 2/4."",""B"":null,""C"":""Incorrect. Treats the two draws as independent with replacement (3/5 * 3/5)."",""D"":""Incorrect. Overestimates the probability by not considering the decreasing number of marbles."",""E"":""Incorrect. Incorrectly adds the probabilities of each draw instead of multiplying them.""}","{""steps"":[""First draw probability: 3 red out of 5 marbles (3/5)."",""Second draw probability: 2 red out of 4 remaining marbles (2/4 = 1/2)."",""Multiply the two probabilities: (3/5) * (1/2) = 3/10.""],""key_insight"":""When events are dependent (without replacement), the probability for the second event changes based on the first outcome.""}","[""Determine the probability of picking a red marble on the first draw."",""After removing one red marble, calculate the probability for the second draw."",""Multiply the two probabilities to find the combined probability.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:15:36.243481Z"",""blueprint_code"":""discrete_probability_outcomes""}","{""spec"":{},""type"":""none"",""required"":false}",discrete_probability_outcomes,dev,draft,true,false,none,2026-05-31 18:15:36.243481+00
waterloo_gauss_discrete_probability_outcomes_part_a_202605311816332833,waterloo_gauss,counting_and_probability,probability,part_a,combinatorial_probability,"A bag contains 3 red marbles, 2 blue marbles, and 5 yellow marbles. If one marble is drawn at random, what is the probability that it is blue?","{""A"":""1/5"",""B"":""1/4"",""C"":""2/5"",""D"":""1/2"",""E"":""3/10""}",A,"[""Define a sample space"",""Count favorable outcomes"",""Calculate probability""]","[""Assuming outcomes are equally likely when not"",""missing cases"",""flipping numerator and denominator""]","{""B"":""Incorrect. This might result from miscalculating the total marbles as 8 instead of 10."",""C"":""Incorrect. This could happen if only red and blue marbles were considered (total 5), not the full set."",""D"":""Incorrect. This suggests thinking there are 5 blue marbles instead of 2."",""E"":""Incorrect. This reflects the probability of drawing a red marble instead of blue.""}","{""steps"":[""Total marbles = 3 red + 2 blue + 5 yellow = 10 marbles."",""Probability of blue = number of blue marbles / total marbles = 2/10 = 1/5.""],""key_insight"":""List all possible outcomes (marble colors) and count the favorable ones (blue).""}","[""How many marbles are there in total?"",""How many of those are blue?"",""Simplify the fraction if needed.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:16:28.311142Z"",""blueprint_code"":""discrete_probability_outcomes""}","{""spec"":{},""type"":""none"",""required"":false}",discrete_probability_outcomes,dev,draft,true,false,none,2026-05-31 18:16:28.311142+00
waterloo_gauss_discrete_probability_outcomes_part_a_202605311818181753,waterloo_gauss,counting_and_probability,probability,part_a,combinatorial_probability,"A bag contains 4 red marbles, 3 blue marbles, and 5 green marbles. If you randomly pick one marble from the bag, what is the probability that it is red or blue?","{""A"":""7/12"",""B"":""3/4"",""C"":""1/3"",""D"":""5/12"",""E"":""1/4""}",A,"[""counting outcomes"",""probability calculation"",""sample space identification""]","[""missing cases"",""double-counting"",""flipping numerator and denominator""]","{""A"":null,""B"":""Adds red and green marbles (4 + 5 = 9) instead of red and blue."",""C"":""Considers only red marbles (4/12) instead of red and blue."",""D"":""Chooses green marbles (5/12) as the complement instead of red/blue."",""E"":""Divides only blue marbles (3/12) instead of red and blue.""}","{""steps"":[""Total marbles = 4 red + 3 blue + 5 green = 12 marbles."",""Favorable outcomes (red or blue) = 4 + 3 = 7 marbles."",""Probability = 7/12.""],""key_insight"":""Count all red and blue marbles as favorable outcomes and divide by the total number of marbles.""}","[""List the total number of marbles in the bag."",""Identify how many marbles are red or blue."",""Divide the number of favorable outcomes by the total outcomes.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:18:12.219208Z"",""blueprint_code"":""discrete_probability_outcomes""}","{""spec"":{},""type"":""none"",""required"":false}",discrete_probability_outcomes,dev,draft,true,false,none,2026-05-31 18:18:12.219208+00
waterloo_gauss_geometric_scaling_proportionality_part_b_202605311820037113,waterloo_gauss,geometry_and_measurement,area,part_b,geometric_relation_scaling,A rectangle with length 4 cm and width 3 cm is scaled so that its length is doubled and its width is tripled. What is the area of the scaled rectangle?,"{""A"":""24 cm²"",""B"":""72 cm²"",""C"":""36 cm²"",""D"":""48 cm²"",""E"":""12 cm²""}",B,"[""Calculate original area"",""Apply scaling factors to dimensions"",""Compute new area using scaled dimensions""]","[""Scaling area like length"",""Ignoring corresponding parts""]","{""A"":""Only doubles one dimension (length) instead of scaling both"",""C"":""Only triples one dimension (width) instead of scaling both"",""D"":""Incorrectly adds scaling factors instead of multiplying them"",""E"":""Confuses scaled area with original area""}","{""steps"":[""Calculate original area: 4 cm × 3 cm = 12 cm²"",""Apply scaling factors: 4×2 = 8 cm (length), 3×3 = 9 cm (width)"",""Compute new area: 8 cm × 9 cm = 72 cm²""],""key_insight"":""Area scales by the product of the scaling factors applied to length and width""}","[""Find the original area first"",""Multiply each dimension by its scaling factor"",""Multiply the new length and width to find the scaled area""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:19:57.603345Z"",""blueprint_code"":""geometric_scaling_proportionality""}","{""spec"":{""labels"":[{""text"":""4 cm"",""position"":[2,0]},{""text"":""3 cm"",""position"":[0,1.5]},{""text"":""8 cm"",""position"":[8,0]},{""text"":""9 cm"",""position"":[6,4.5]}],""shapes"":[{""type"":""rectangle"",""label"":""Original"",""position"":[0,0],""dimensions"":[4,3]},{""type"":""rectangle"",""label"":""Scaled"",""position"":[6,0],""dimensions"":[8,9]}],""description"":""Two rectangles side by side. Left rectangle labeled '4 cm' (length) and '3 cm' (width). Right rectangle labeled '8 cm' (length) and '9 cm' (width) with arrows indicating scaling.""},""type"":""geometry_diagram"",""required"":true}",geometric_scaling_proportionality,dev,draft,true,true,geometry_diagram,2026-05-31 18:19:57.603345+00
waterloo_gauss_geometric_scaling_proportionality_part_b_202605311821449891,waterloo_gauss,geometry_and_measurement,area,part_b,geometric_relation_scaling,A rectangle with length 3 cm and width 5 cm is scaled by a factor of 2 to create a larger rectangle. What is the area of the larger rectangle?,"{""A"":""30 cm²"",""B"":""60 cm²"",""C"":""15 cm²"",""D"":""20 cm²"",""E"":""40 cm²""}",B,"[""applying scale factors"",""calculating area of rectangles"",""understanding proportional relationships""]","[""Scaling area like length"",""Ignoring corresponding parts""]","{""A"":""Treats area scaling as linear instead of quadratic (3×5×2 instead of (3×2)×(5×2))"",""B"":""Correct: Applies scale factor squared to original area (15×2² = 60)"",""C"":""Chooses original area instead of scaled area"",""D"":""Adds original dimensions and multiplies by scale factor ((3+5)×2 = 16, closest distractor)"",""E"":""Uses scale factor for one dimension only (3×5×2 = 30, then adds 10 for unknown reason)""}","{""steps"":[""Calculate original area: 3 cm × 5 cm = 15 cm²"",""Apply area scaling factor (2² = 4): 15 cm² × 4 = 60 cm²""],""key_insight"":""Area scales with the square of the linear scale factor""}","[""What happens to area when all sides double?"",""Remember: Area scaling = scale factor × scale factor"",""Calculate original area first, then multiply by 4""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:21:42.041759Z"",""blueprint_code"":""geometric_scaling_proportionality""}","{""spec"":{""labels"":[{""text"":""3 cm"",""position"":[1.5,0]},{""text"":""5 cm"",""position"":[0,2.5]},{""text"":""6 cm"",""position"":[5.5,0]},{""text"":""10 cm"",""position"":[5,5]}],""shapes"":[{""type"":""rectangle"",""label"":""Original"",""width"":3,""height"":5,""position"":[""00""]},{""type"":""rectangle"",""label"":""Scaled"",""width"":6,""height"":10,""position"":[50]}],""description"":""Two rectangles side-by-side. Left rectangle labeled 'Original: 3 cm × 5 cm' with dashed lines showing 2 cm segments. Right rectangle labeled 'Scaled by 2' with dimensions 6 cm × 10 cm shown by double the segments. Both have same shading pattern.""},""type"":""geometry_diagram"",""required"":true}",geometric_scaling_proportionality,dev,draft,true,true,geometry_diagram,2026-05-31 18:21:42.041759+00
waterloo_gauss_geometric_scaling_proportionality_part_b_202605311822350034,waterloo_gauss,geometry_and_measurement,area,part_b,geometric_relation_scaling,A rectangle has length 4 cm and width 2 cm. A similar rectangle has length 6 cm. What is the area of the larger rectangle?,"{""A"":""12 cm²"",""B"":""18 cm²"",""C"":""24 cm²"",""D"":""8 cm²"",""E"":""16 cm²""}",B,"[""Apply scale factor to dimensions"",""Calculate area using scaled dimensions"",""Distinguish between linear and area scaling""]","[""Scaling area like length"",""Ignoring corresponding parts""]","{""A"":""Incorrect. This assumes the width remains 2 cm, but the rectangles are similar so the width must scale by the same factor as the length."",""B"":""Correct. The scale factor is 1.5, so the area scales by 1.5² = 2.25. Original area (8 cm²) × 2.25 = 18 cm²."",""C"":""Incorrect. This might result from incorrectly doubling the area instead of applying the correct scale factor squared."",""D"":""Incorrect. This is the area of the original rectangle, not the scaled one."",""E"":""Incorrect. This could be a result of using a scale factor of 2 instead of 1.5 for the length.""}","{""steps"":[""Calculate the scale factor: 6 cm ÷ 4 cm = 1.5"",""Square the scale factor to find the area factor: 1.5² = 2.25"",""Multiply the original area (4×2=8 cm²) by 2.25: 8 × 2.25 = 18 cm²""],""key_insight"":""Area scales with the square of the linear scale factor in similar figures.""}","[""What is the ratio of the lengths of the two rectangles?"",""How does the area change when the dimensions are scaled by a factor?"",""Remember to square the scale factor when calculating area changes.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:22:30.799188Z"",""blueprint_code"":""geometric_scaling_proportionality""}","{""spec"":{""angles"":[],""shapes"":[{""type"":""rectangle"",""labels"":{""width"":""2 cm"",""length"":""4 cm""},""position"":[0,0],""dimensions"":{""width"":2,""length"":4}},{""type"":""rectangle"",""labels"":{""width"":""? cm"",""length"":""6 cm""},""position"":[6,0],""dimensions"":{""width"":3,""length"":6}}],""annotations"":[{""to"":[8,1.5],""from"":[2,1],""type"":""arrow"",""label"":""Scale factor: 1.5""}],""description"":""Two similar rectangles shown side by side. The first rectangle is labeled with length 4 cm and width 2 cm. The second rectangle is labeled with length 6 cm and width '?' cm. Arrows connect corresponding sides to indicate similarity.""},""type"":""geometry_diagram"",""required"":true}",geometric_scaling_proportionality,dev,draft,true,true,geometry_diagram,2026-05-31 18:22:30.799188+00
waterloo_gauss_geometric_scaling_proportionality_part_b_202605311823273905,waterloo_gauss,geometry_and_measurement,area,part_b,geometric_relation_scaling,"A rectangle has length 4 cm and width 2 cm. If its length is doubled and width is tripled, what is the area of the new rectangle?","{""A"":""16 cm²"",""B"":""24 cm²"",""C"":""48 cm²"",""D"":""8 cm²"",""E"":""32 cm²""}",C,"[""Apply scaling factors to dimensions"",""Calculate area of rectangles"",""Relate multiplicative changes to area""]","[""Scaling area like length"",""Using formula without relation""]","{""A"":""Added scaled dimensions (8 + 6) instead of multiplying them"",""B"":""Only doubled one dimension (4×2×2) instead of both"",""C"":""Correct: Calculated (4×2)×(2×3) = 8×6 = 48"",""D"":""Used original area without scaling"",""E"":""Incorrectly applied linear scaling (4×2×4) instead of area scaling""}","{""steps"":[""Original area: 4 cm × 2 cm = 8 cm²"",""New dimensions: 4×2=8 cm (length), 2×3=6 cm (width)"",""New area: 8 cm × 6 cm = 48 cm²""],""key_insight"":""Area scales by the product of the scaling factors applied to each dimension (2×3=6), so 8×6=48""}","[""What are the new length and width after scaling?"",""Remember area = length × width"",""How does doubling one side and tripling another affect the total area?""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:23:21.280698Z"",""blueprint_code"":""geometric_scaling_proportionality""}","{""spec"":{""arrows"":[{""to"":[6,1],""from"":[4,1],""label"":""×2""},{""to"":[2,-3],""from"":[2,-1],""label"":""×3""}],""labels"":[{""text"":""4 cm"",""position"":[2,1]},{""text"":""2 cm"",""position"":[0.5,1]},{""text"":""8 cm"",""position"":[8,3]},{""text"":""6 cm"",""position"":[6.5,3]}],""shapes"":[{""type"":""rectangle"",""label"":""Original"",""width"":4,""height"":2,""position"":[0,0]},{""type"":""rectangle"",""label"":""Scaled"",""width"":8,""height"":6,""position"":[6,0]}],""description"":""Two rectangles side-by-side. Left: original with labels '4 cm' (length) and '2 cm' (width). Right: scaled with labels '8 cm' (length) and '6 cm' (width). Arrows show scaling factors: ×2 and ×3.""},""type"":""geometry_diagram"",""required"":true}",geometric_scaling_proportionality,dev,draft,true,true,geometry_diagram,2026-05-31 18:23:21.280698+00
waterloo_gauss_geometric_scaling_proportionality_part_b_202605311824179324,waterloo_gauss,geometry_and_measurement,area,part_b,geometric_relation_scaling,"A rectangle has a length of 4 cm and a width of 2 cm. If both dimensions are scaled by a factor of 1.5, what is the area of the new rectangle?","{""A"":""12 cm²"",""B"":""18 cm²"",""C"":""24 cm²"",""D"":""20 cm²"",""E"":""8 cm²""}",B,"[""scaling relationships"",""area calculation"",""proportional reasoning""]","[""Scaling area like length"",""Ignoring corresponding parts""]","{""A"":""Adds scaled length and width instead of multiplying"",""C"":""Incorrectly triples the original area (8 × 3) instead of squaring the scale factor"",""D"":""Miscalculates scaled dimensions as 5 cm and 4 cm (incorrect scale application)"",""E"":""Uses original area without applying scaling""}","{""steps"":[""Original area = 4 cm × 2 cm = 8 cm²"",""Area scales by (1.5)² = 2.25"",""New area = 8 cm² × 2.25 = 18 cm²""],""key_insight"":""Area scales with the square of the linear scale factor""}","[""What is the scale factor for the sides?"",""Does area scale the same way as length?"",""Multiply the original area by (scale factor)²""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:24:14.466189Z"",""blueprint_code"":""geometric_scaling_proportionality""}","{""spec"":{""labels"":[{""text"":""4 cm"",""angle"":0,""position"":[2,1]},{""text"":""2 cm"",""angle"":90,""position"":[4.5,1]},{""text"":""6 cm"",""angle"":0,""position"":[9,1.5]},{""text"":""3 cm"",""angle"":90,""position"":[10.5,1.5]}],""shapes"":[{""type"":""rectangle"",""label"":""Original"",""width"":4,""height"":2,""position"":[0,0]},{""type"":""rectangle"",""label"":""Scaled"",""width"":6,""height"":3,""position"":[6,0]}],""description"":""Two rectangles: original (4 cm × 2 cm) and scaled (6 cm × 3 cm)""},""type"":""geometry_diagram"",""required"":true}",geometric_scaling_proportionality,dev,draft,true,true,geometry_diagram,2026-05-31 18:24:14.466189+00
waterloo_gauss_grid_constraint_logic_part_c_202605311827461864,waterloo_gauss,geometry-and-measurement,logic,part_c,exhaustive_case_analysis,"In the 3×3 grid below, each row and column must sum to 15. What number should replace the question mark in the bottom-right cell?","{""A"":""1"",""B"":""2"",""C"":""3"",""D"":""4"",""E"":""5""}",B,"[""Apply arithmetic constraints"",""Cross-check row and column totals"",""Logical deduction from partial data""]","[""Applying only row rules"",""Ignoring column constraints"",""Double-counting possibilities""]","{""A"":""This is the missing value in the first row, not the bottom-right cell."",""B"":null,""C"":""This might result from miscalculating the column total or mixing up cells."",""D"":""This is the missing value in the third row’s first cell, not the question mark."",""E"":""This is the missing value in the second row’s middle cell, not the question mark.""}","{""steps"":[""Calculate the third column’s total: 6 + 7 + ? = 15 → ? = 2"",""Verify other constraints (e.g., Row 3: 4 + 9 + 2 = 15)""],""key_insight"":""Use column constraints first when two cells in a column are known.""}","[""Which column or row has two filled cells?"",""Start by calculating the sum of the third column."",""Check if your answer satisfies both its row and column.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:27:42.310845Z"",""blueprint_code"":""grid_constraint_logic""}","{""spec"":{""rows"":[[""Row1"",""8"","""",""6""],[""Row2"",""3"","""",""7""],[""Row3"","""",""9"",""""]],""headers"":["""",""Col1"",""Col2"",""Col3""]},""type"":""table"",""required"":true}",grid_constraint_logic,dev,draft,true,true,table,2026-05-31 18:27:42.310845+00
waterloo_gauss_grid_constraint_logic_part_c_202605311829315774,waterloo_gauss,geometry-and-measurement,logic,part_c,exhaustive_case_analysis,"In the 3x3 grid below, each row and column must sum to 15. What is the value of the cell marked with a question mark?","{""A"":""2"",""B"":""3"",""C"":""4"",""D"":""5"",""E"":""6""}",B,"[""Solving grid-based constraints"",""Arithmetic sum verification"",""Logical deduction""]","[""Applying only row rules"",""ignoring region constraints"",""double-counting possibilities""]","{""A"":""Incorrectly subtracts only row 1 values without checking column constraints."",""B"":""Correct. Calculates column 1 total (8 + ? + 4 = 15) or row 2 total (? + 5 + 7 = 15)."",""C"":""Misapplies diagonal sums instead of rows/columns."",""D"":""Chooses a value that satisfies row 3 but not column 2."",""E"":""Selects the value from row 1, column 3 instead of row 2, column 1.""}","{""steps"":[""Calculate column 1: 8 (row 1) + ? (row 2) + 4 (row 3) = 15 → ? = 3"",""Verify row 2: 3 (column 1) + 5 (column 2) + 7 (column 3) = 15""],""key_insight"":""Use column constraints first to isolate the missing value.""}","[""Which column or row has the most known values?"",""What number do you need to add to 8 and 4 to make 15?"",""Check if this value also satisfies the row it belongs to.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:29:25.500791Z"",""blueprint_code"":""grid_constraint_logic""}","{""spec"":{""rows"":[[""8"",""1"",""""],["""",""5"",""7""],[""4"","""",""2""]],""columns"":[""Column 1"",""Column 2"",""Column 3""],""headers"":[""Row 1"",""Row 2"",""Row 3""]},""type"":""table"",""required"":true}",grid_constraint_logic,dev,draft,true,true,table,2026-05-31 18:29:25.500791+00
